frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:29:51.248392140 PKT,192.168.100.39,192.168.100.1,17,,,42061,53
Apr  1, 2026 21:29:52.367129109 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:52.367129875 PKT,,,,,,5353,5353
Apr  1, 2026 21:29:52.367130256 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:29:52.367130500 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:29:52.367130749 PKT,192.168.100.1,192.168.100.39,17,,,53,33790
Apr  1, 2026 21:29:52.367130986 PKT,192.168.100.1,192.168.100.39,17,,,53,42061
Apr  1, 2026 21:29:52.368718068 PKT,192.168.100.39,192.168.100.1,17,,,45519,53
Apr  1, 2026 21:29:52.375212547 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:29:52.375351145 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:29:52.376209381 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:29:53.363245321 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.363246225 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.363246676 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.363246920 PKT,157.240.227.60,192.168.100.39,17,,,443,43403
Apr  1, 2026 21:29:53.364988318 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
Apr  1, 2026 21:29:53.365620380 PKT,192.168.100.39,157.240.227.60,17,,,43403,443
