frame.time,ip.src,ip.dst,ip.proto,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
Apr  1, 2026 21:28:49.053571271 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.053588259 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.053669059 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.061163269 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.082091658 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:49.082118260 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:49.092894295 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:49.112658474 PKT,192.168.100.39,157.240.227.60,17,,,52401,443
Apr  1, 2026 21:28:49.127247072 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.134437520 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:49.134437951 PKT,192.168.100.135,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:49.134438079 PKT,,,,,,5353,5353
Apr  1, 2026 21:28:49.134479548 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:49.385939607 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:49.385939922 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.385940005 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.385940090 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.385977670 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:49.386548393 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:49.386561894 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:49.446269071 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:28:49.446269446 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.446269507 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.446269569 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.446401664 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.446575721 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.447907943 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.452799749 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.452799913 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.452889658 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.455563134 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.455563513 PKT,157.240.227.60,192.168.100.39,17,,,443,52401
Apr  1, 2026 21:28:49.455563612 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.455701192 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.461718452 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.461718785 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.461819104 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.463724846 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.463725059 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.463725118 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.463725179 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.463834297 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:49.503885493 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.542941009 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:49.548427917 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:49.571893987 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:49.572922787 PKT,192.168.100.39,20.189.173.25,6,51768,443,,
Apr  1, 2026 21:28:49.869042343 PKT,192.168.100.39,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:49.869519976 PKT,192.168.100.39,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:49.871811805 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.871812069 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.871813241 PKT,172.64.155.209,192.168.100.39,6,443,36244,,
Apr  1, 2026 21:28:49.871813324 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:49.871813411 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:49.871813494 PKT,23.61.250.125,192.168.100.39,6,443,55176,,
Apr  1, 2026 21:28:49.871813578 PKT,104.18.39.21,192.168.100.39,6,443,48048,,
Apr  1, 2026 21:28:49.871884170 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.871914817 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:49.871926344 PKT,192.168.100.39,104.18.39.21,6,48048,443,,
Apr  1, 2026 21:28:49.871958016 PKT,192.168.100.39,172.64.155.209,6,36244,443,,
Apr  1, 2026 21:28:49.874518669 PKT,192.168.100.39,239.255.255.250,17,,,45048,1900
Apr  1, 2026 21:28:49.874680718 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.874681011 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.874729203 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.874751426 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.875138556 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:49.875167318 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:49.886279406 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.886360051 PKT,,,,,,,
Apr  1, 2026 21:28:49.886576387 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:49.886766883 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:49.886934448 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.888952996 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:49.967114860 PKT,192.168.100.39,192.168.100.1,17,,,60140,53
Apr  1, 2026 21:28:50.058223525 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.058309898 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.060924624 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.060925120 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:50.060925360 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:50.060925589 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:50.060986735 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.061049678 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:50.063480770 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:50.064013268 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:50.074448475 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:50.152014782 PKT,192.168.100.39,192.168.100.1,17,,,35448,53
Apr  1, 2026 21:28:50.152583524 PKT,192.168.100.39,192.168.100.1,17,,,55876,53
Apr  1, 2026 21:28:50.525799020 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.525799544 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.525855219 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.525941531 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.527321638 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.527374331 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.527725154 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.527725696 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:50.527726480 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.527774595 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.527829050 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.528347286 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:50.528383908 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:50.596921491 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:50.596958479 PKT,192.168.100.39,172.64.155.209,6,46998,443,,
Apr  1, 2026 21:28:50.818406557 PKT,,,,,,,
Apr  1, 2026 21:28:50.836023935 PKT,192.168.100.39,157.240.196.60,17,,,47204,443
Apr  1, 2026 21:28:50.836096773 PKT,192.168.100.39,157.240.196.60,17,,,47204,443
Apr  1, 2026 21:28:50.836514739 PKT,192.168.100.39,157.240.196.60,17,,,47204,443
Apr  1, 2026 21:28:50.837404569 PKT,192.168.100.39,157.240.196.60,17,,,47204,443
Apr  1, 2026 21:28:50.837654831 PKT,192.168.100.39,157.240.196.60,17,,,47204,443
Apr  1, 2026 21:28:50.837899151 PKT,192.168.100.39,157.240.196.60,17,,,47204,443
Apr  1, 2026 21:28:50.870052811 PKT,192.168.100.39,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:50.870602622 PKT,192.168.100.39,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:51.107944761 PKT,192.168.100.39,20.189.173.25,6,43282,443,,
Apr  1, 2026 21:28:51.108049896 PKT,192.168.100.39,172.64.155.209,6,46978,443,,
Apr  1, 2026 21:28:51.226256023 PKT,,,,,,,
Apr  1, 2026 21:28:51.363886904 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:51.363912909 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:51.440782407 PKT,192.168.100.39,192.168.100.1,17,,,50837,53
Apr  1, 2026 21:28:51.441262618 PKT,192.168.100.39,192.168.100.1,17,,,59430,53
Apr  1, 2026 21:28:51.620073942 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:51.811934674 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:51.967580842 PKT,192.168.100.39,185.125.190.58,17,,,47433,123
Apr  1, 2026 21:28:52.047755600 PKT,,,,,,,
Apr  1, 2026 21:28:52.095647034 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:52.095647439 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.095647560 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.095704342 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.095737408 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.097216845 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.097245268 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.098726402 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.098726806 PKT,192.168.100.85,224.0.0.251,17,,,5353,5353
Apr  1, 2026 21:28:52.098726902 PKT,192.168.100.85,239.255.255.250,17,,,54776,1900
Apr  1, 2026 21:28:52.098726999 PKT,104.26.6.95,192.168.100.39,6,443,55782,,
Apr  1, 2026 21:28:52.098727095 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:52.098727192 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:52.098727290 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:52.098764572 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.098811546 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:52.098830473 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:52.098842119 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:52.098892252 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:52.098892409 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:52.098892522 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.098892634 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.098912611 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:52.098929372 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:52.098942856 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.098954908 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.100190302 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:52.100215593 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:52.100430286 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:52.100694612 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.100735304 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.102334555 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.102378615 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.103097703 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.103097996 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.103098123 PKT,192.168.100.1,192.168.100.39,17,,,53,60140
Apr  1, 2026 21:28:52.103098251 PKT,23.61.250.125,192.168.100.39,6,443,55176,,
Apr  1, 2026 21:28:52.103098388 PKT,23.61.250.125,192.168.100.39,6,443,55176,,
Apr  1, 2026 21:28:52.103098507 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103098631 PKT,23.61.250.125,192.168.100.39,6,443,55176,,
Apr  1, 2026 21:28:52.103130333 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.103153806 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.103214134 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:52.103237860 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:52.103283820 PKT,23.61.250.125,192.168.100.39,6,443,55176,,
Apr  1, 2026 21:28:52.103283988 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103284122 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103284247 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103284372 PKT,192.168.100.135,239.255.255.250,17,,,34870,1900
Apr  1, 2026 21:28:52.103284497 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103284631 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103284756 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103307926 PKT,192.168.100.39,23.61.250.125,6,55176,443,,
Apr  1, 2026 21:28:52.103371491 PKT,23.61.250.125,192.168.100.39,6,443,55170,,
Apr  1, 2026 21:28:52.103371678 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:52.103385286 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:52.103470873 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:52.104335330 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:52.104384379 PKT,192.168.100.39,23.61.250.125,6,55170,443,,
Apr  1, 2026 21:28:52.104748512 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.104748705 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:52.104748803 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:52.104777934 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.104808199 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:52.104819927 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:52.106219449 PKT,157.240.227.60,192.168.100.39,6,5222,56922,,
Apr  1, 2026 21:28:52.106219926 PKT,192.168.100.1,192.168.100.39,17,,,53,35448
Apr  1, 2026 21:28:52.106220022 PKT,192.168.100.1,192.168.100.39,17,,,53,55876
Apr  1, 2026 21:28:52.106220118 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:52.106220215 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:52.106220311 PKT,172.64.155.209,192.168.100.39,6,443,46998,,
Apr  1, 2026 21:28:52.106220408 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:52.106220504 PKT,192.168.100.135,239.255.255.250,17,,,34870,1900
Apr  1, 2026 21:28:52.106256274 PKT,192.168.100.39,157.240.227.60,6,56922,5222,,
Apr  1, 2026 21:28:52.106310391 PKT,192.168.100.39,172.64.155.209,6,46998,443,,
Apr  1, 2026 21:28:52.106372498 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:52.106372658 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:52.106372773 PKT,104.26.6.95,192.168.100.39,6,443,55790,,
Apr  1, 2026 21:28:52.106372903 PKT,13.107.213.63,192.168.100.39,6,443,52526,,
Apr  1, 2026 21:28:52.106373039 PKT,172.64.155.209,192.168.100.39,6,443,46998,,
Apr  1, 2026 21:28:52.106373163 PKT,192.168.100.135,239.255.255.250,17,,,34870,1900
Apr  1, 2026 21:28:52.106373294 PKT,104.26.6.95,192.168.100.39,6,443,55782,,
Apr  1, 2026 21:28:52.106415658 PKT,192.168.100.39,13.107.213.63,6,52526,443,,
Apr  1, 2026 21:28:52.106433126 PKT,192.168.100.39,104.26.6.95,6,55782,443,,
Apr  1, 2026 21:28:52.106449321 PKT,157.240.227.60,192.168.100.39,6,443,33168,,
Apr  1, 2026 21:28:52.106457910 PKT,192.168.100.39,157.240.227.60,6,33168,443,,
Apr  1, 2026 21:28:52.108149796 PKT,192.168.100.39,192.168.100.1,17,,,43539,53
Apr  1, 2026 21:28:52.108472880 PKT,192.168.100.39,104.26.6.95,6,55790,443,,
Apr  1, 2026 21:28:52.108985617 PKT,157.240.196.60,192.168.100.39,17,,,443,47204
Apr  1, 2026 21:28:52.108985876 PKT,157.240.196.60,192.168.100.39,17,,,443,47204
